Ateaz Organic Coffee & Tea Upper East Side,"1575 2nd Ave New York, NY 10028",(212)535-8333,http://www.aateaz.com
Moge Tee,"69 Cooper Sq New York, NY 10003",(917)675-7697,https://www.mogeteeusa.com
Janam Tea,"67 Clinton St Fl 2 The Burgary New York, NY 10002",(212)804-8120,http://www.janamtea.com
Kings’ Carriage House,"251 E 82nd St New York, NY 10028",(212)734-5490,http://www.kingscarriagehouse.com
Teazzi Tea Shop,"47 W 14th St Ste 3 New York, NY 10011",(917)268-1999,http://www.teazzi.com
Yaya Tea Garden,"51 Chrystie St New York, NY 10002",(212)226-8803,http://www.yayatea.com
dot & line,"253 Bergen St Brooklyn, NY 11217",(929)433-6111,http://www.dotandlinebk.com
Matchaful Café,"25 Jay St Brooklyn, NY 11201",(646)846-9077,http://www.matchaful.com
Culture 36,"247 W 36th St New York, NY 10018",(646)861-3553,http://www.cultureespresso.com/
Brooklyn Habit,"405 Smith St Brooklyn, NY 11231",(917)750-8301,http://www.brooklynhabit.com
Optimistic Cafe,"260 W 39th St New York, NY 10018",(646)998-3970,
Earnest Tea,"5822 8th Ave Brooklyn, NY 11220",(347)889-5116,
IF Cha Tea,"8507 Bay Pkwy Brooklyn, NY 11214",(234)320-0123,
Fly Long Tea,"4715 8th Ave Brooklyn, NY 11220",,
Mi Tea,"5814 7th Ave Brooklyn, NY 11220",(718)650-7577,
Tea Magic,"239 W 72nd St New York, NY 10023",(212)712-2227,
Kam Hing Coffee Shop,"118 Baxter St New York, NY 10013",(212)925-0425,
Mr. Wish,"122 Bedford Ave Brooklyn, NY 11249",(718)269-8684,http://www.mrwishusa.com
Tea Magic,"2878 Broadway New York, NY 10025",(212)666-3665,
Mudflow Tea House,"5602 8th Ave Sidedoor Brooklyn, NY 11220",(646)667-9675,https://mudflowtea.com
The Uncommons,"230 Thompson St New York, NY 10012",(646)543-9215,http://uncommonsnyc.com
DavidsTea,"275 Bleecker St Unit W-14A New York, NY 10014",(212)414-8599,https://www.davidstea.com/ca_en/storepage/00074
Patisserie Tomoko,"568 Union Ave Brooklyn, NY 11211",(718)388-7121,http://patisserietomoko.com
Yun Xiang Tea Shop,"136-20 Roosevelt Ave Ste 245 New York, NY 11354",(718)353-8768,
Mi Tea,"19-23 St Marks Pl Ste 23 New York, NY 10003",,http://miteaus.com
Ten Ren Tea & Ginseng,"13518 Roosevelt Ave Flushing, NY 11354",(718)461-9305,http://www.tenrenusa.com
Alice’s Tea Cup Chapter II,"156 E 64th St New York, NY 10065",(212)486-9200,https://alicesteacup.com/chapter-ii/
Uluh,"152 2nd Ave Ste A New York, NY 10003",(917)261-5963,
Red Fleece Café,"901 Broadway At 20th St New York, NY 10003",(212)228-3580,"http://www.brooksbrothers.com/RedFleeceCafe/redfleececafe,default,pg.html"
Boba Guys,"265 Canal St New York, NY 10013",,http://www.bobaguys.com
LĒNA Coffee Bar,"1 W 8th St Ste B New York, NY 10011",(212)979-2315,http://www.lenacoffee.com
Mon Amour Coffee & Wine,"234 W 238th St Bronx, NY 10463",(718)708-7804,
MisFits Nutrition,"11514 Queens Blvd Queens, NY 11375",(203)806-0609,
T2,"140 Smith St Boerum Hill, NY 11201",(800)718-4036,http://www.T2Tea.com
Moa Coffee,"43-04 30th Ave Queens, NY 11103",(929)328-0043,
Cafe At Sel Rrose,"1 Delancey St Sel Rrose New York, NY 10002",(212)226-2510,http://selrrose.com/thecafe
969 NYC Coffee,"37-61 80th St Jackson Heights, NY 11372",(646)203-7304,http://www.969nyccoffee.com
Cafe Bliss,"45-01 Queens Blvd Sunnyside, NY 11104",(347)277-0624,
T2 Tea,"188 Columbus Ave New York, NY 10023",(646)998-5010,http://www.t2tea.com
BG Restaurant,"754 5th Ave New York, NY 10019",(212)872-8977,http://www.bergdorfgoodman.com/BG/BG-Restaurant/cat485403/c.cat
Teemo bubble tea,"5915 4th Ave Brooklyn, NY 11220",(646)690-4991,
Bon Vivant New York,"231 E 58th St New York, NY 10022",(646)481-4044,http://www.bonvivantnewyork.com
Two E Bar/Lounge,"2 E 61st St New York, NY 10065",(212)940-8113,http://www.twoeny.com
Devocion,"276 Livingston St Brooklyn, NY 11201",(718)285-6180,http://www.devocion.com
Sanctuary T,"337B W Broadway Ste B New York, NY 10013",(212)941-7832,http://www.sanctuaryt.com
Korean Red Ginseng,"315 5th Ave Ste 1 New York, NY 10016",(212)685-2304,
HARBS - Upper East Side,"1374 3rd Ave New York, NY 10075",(646)896-1511,http://www.harbs.co.jp/harbs/newyork/
Yaya Tea Garden,"206 Grand St New York, NY 10013",(212)929-2832,http://yayatea.com
Beard Papa’s,"239 E 53rd St New York, NY 10022",(212)935-6308,http://www.beardpapas.com
Masseria Caffé & Bakery,"235 W 48th St New York, NY 10036",(212)969-0900,http://www.masseriacaffenyc.com
Citizens of Chelsea,"401 W 25th St New York, NY 10001",(646)649-3079,http://www.citizensofchelsea.com
80’s Tea,"6815 Bay Pkwy Brooklyn, NY 11204",(917)933-9886,
Ix Restaurant,"43 Lincoln Rd Brooklyn, NY 11225",(347)533-6920,https://www.ixrestaurantnyc.com
The Best Tea Shop,"88 E Broadway Unit 123A New York, NY 10002",(917)345-7727,
Argo Tea,"1792 Broadway New York, NY 10019",(646)502-7250,http://www.argotea.com
MatchaBar,"256 W 15th St New York, NY 10011",(212)627-1058,http://matchabarnyc.com/
DAVIDsTEA,"688 6th Ave New York, NY 10010",(212)229-0002,https://www.davidstea.com/ca_en/storepage/00104
Patisserie Chanson,"20 West 23rd St New York, NY 10010",(929)423-8880,https://patisseriechanson.com
Konditori,"135 William St New York, NY 10038",(646)692-3229,http://www.konditori.com/our-locations/new-york-financial-district/
The Mill Coffee Company,"44-61 11th St Long Island City, NY 11101",(718)843-6455,http://themillcoffeelic.com
ITO En,"20 Jay St Ste 530 Brooklyn, NY 11201",(718)250-4000,http://www.itoen.com
Mellow Yellow Coffee and Vibes,"1729 1st Av New York, NY 10128",(212)722-7220,
Café Beit,"158 Bedford Ave Brooklyn, NY 11249",(917)909-1430,http://cafebeit.com
Café Zaiya,"18 E 41st St New York, NY 10017",(212)779-0740,http://www.zaiyany.com
Tenny & Betsy - Tea and Pop-Ups,"197 E 76th St New York, NY 10021",(646)726-4000,http://tennyandbetsy.com
Manon Café,"120 Broadway New York, NY 10271",(212)766-6100,http://www.manoncafe.com/newyork.htm
Gong Cha,"200 Broadway Fulton Center New York, NY 10038",(212)227-1024,http://www.gongchausa.com
Mille-Feuille Bakery,"2175 Broadway New York, NY 10036",(212)362-6261,http://www.millefeuille-nyc.com/
Yaya Tea Garden,"86-12 Whitney Ave Elmhurst, NY 11373",(347)569-8252,http://www.yayatea.com
MomenTea,"64 7th Ave New York, NY 10011",(212)510-8995,http://momenteausa.com
Cha Cha Matcha,"373 Broome St New York, NY 10013",(646)895-9484,http://chachamatcha.com
Besfren,"315 5th Ave New York, NY 10016",(212)685-1003,http://www.besfren.com
Hui Tea,"240A Canal St New York, NY 10013",,
Yaya Tea Garden,"284 3rd Ave New York, NY 10010",(917)261-4676,http://yayatea.com
TKK Fried Chicken,"115 E 23rd St New York, NY 10010",(646)476-2013,https://www.tkkusa.com
IntoTea,"163 Gates Ave New York, NY 11238",(347)889-5239,
DTUT,"1744 2nd Ave New York, NY 10128",(212)410-6449,http://dtutcafe.com/
OS Cafe,"535 6th Ave Ste A Brooklyn, NY 11215",(347)213-4365,http://www.oscafebrooklyn.com
12 Corners Coffee,"155 E Broadway New York, NY 10002",(212)625-8888,http://12cornerscoffee.com
RISE Cafe - Delancey,"79 Delancey St New York, NY 10002",(646)400-0410,http://risebrewingco.com
Bluestone Lane,"805 3rd Ave New York, NY 10022",(718)374-6858,https://bluestonelane.com/coffee-shops/midtown-east/
Postmark Cafe,"326 6th St Brooklyn, NY 11215",(718)768-2613,
Sugarburg,"519 Metropolitan Ave Brooklyn, NY 11211",(917)618-3029,http://www.sugarburg.com/
Cha Cha Matcha,"1158 Broadway New York, NY 10001",(646)895-9484,https://chachamatcha.com
Tap NYC,"267 Columbus Ave New York, NY 10023",(917)595-7012,https://www.tapnyc.com
Simple NYC,"109 Eldridge St New York, NY 10002",(646)870-8292,http://www.simple-nyc.com
Mulberry House,"415 Westfield Ave Westfield, NJ 07090",(908)233-3562,http://mulberryhouserestaurant.com
The Spot,"61-05 Madison St Ridgewood, NY 11385",(929)228-9957,
Little Skips Cafe,Located in Three Jewels,(646)964-5736,https://www.threejewels.org/cafe
Laughing Man Coffee & Tea,Located in New York Mercantile Exchange,(212)227-3240,http://laughingmanfoundation.org
Marine Park Coffee,"3602-B Quentin Rd Brooklyn, NY 11234",,http://www.marineparkcoffee.com
Coffee RX,"1504 86th St Brooklyn, NY 11228",(347)996-4533,http://www.thecoffeerx.com
Kobrick Coffee,"24 9th Ave New York, NY 10014",(212)255-5588,http://www.kobricks.com/locations.asp
Kaigo Coffee Room,"120C Lafayette St New York, NY 10013",(646)504-5353,
Kung Fu Tea,"40 Hoyt St Brooklyn, NY 11201",(347)294-0232,https://www.kungfutea.com
Filicori Zecchini,"2541 Broadway New York, NY 10025",(646)918-7717,http://www.filicorizecchini.com
Demitasse Coffee & Tea,"973 Columbus Ave New York, NY 10025",(646)861-2667,
Bluestone Lane,"435 W 31st St New York, NY 10001",(718)374-6858,https://bluestonelane.com/cafes/manhattan-west/
Menú,"34-56 33rd St Long Island City, NY 11106",(718)685-2566,
Bluestone Lane,"1085 5th Ave New York, NY 10128",(718)374-6858,https://bluestonelane.com/cafes/upper-east-side/
Kusmi Tea,"1 W 59th St The Plaza Food Hall New York, NY 10019",(212)486-2843,http://kusmitea.com
Minamoto Kitchoan,"509 Madison Ave New York, NY 10022",(212)489-3747,http://www.kitchoan.com/
Agavi Organic Juice Bar,"271 11th Ave New York, NY 10001",(212)564-1859,http://www.agavijuice.com
Made by Pauline,"Macy's Herald Square New York, NY 10001",(212)494-1003,http://www.madebypauline.nyc
SIPS + MAKER,"312 New Dorp Ln Staten Island, NY 10306",(718)668-9474,
Purple Dough,"3805 69th St Woodside, NY 11377",(718)433-9923,https://purpledough.com
Champion Coffee,"1107 Manhattan Ave Brooklyn, NY 11222",(347)987-3851,http://championcoffee.com
On Your Mark Cafe,"639 Forest Ave Staten Island, NY 10310",(718)981-8100,http://www.onyourmark.org/community/cafe/
High Societea Tea Room,"20 Old Newark Pompton Tpke Wayne, NJ 07470",(973)696-8327,http://www.highsocieteanj.com
Chatime Station,"9711 64th Ave Rego Park, NY 11374",(646)598-8832,http://www.mkt.com/chatimestation
Café Esencia,"68-38 Forest Ave Storefront D Ridgewood, NY 11385",,http://www.cafe-esencia.com
Queen’s Room,"3602 Ditmars Blvd Astoria, NY 11105",(347)987-3994,http://www.queensroomnyc.com
Pembroke Room,"28 E 63rd St New York, NY 10065",(212)838-1400,https://www.lowellhotel.com/restaurants-and-bar/pembroke-room/57-4/
Loud Baby,"696 Flatbush Ave Store3 Brooklyn, NY 11225",(718)938-9782,
Kung Fu Tea,"73 Chrystie St New York, NY 10002",(646)288-4936,https://www.kungfutea.com
Kahve,"667 10th Ave New York, NY 10036",(646)649-4503,http://kahvenyc.com
Perk Kafe,"162 E 37th St New York, NY 10016",(212)686-7375,http://perkkafe.com
LC Tea Trading Inc,"123 Elizabeth St Ground Floor New York, NY 10013",(347)835-8429,
Spare Moment Coffee Roasters,"368 McGuinness Blvd Brooklyn, NY 11222",(718)383-4888,
The Panorama of My Silence-Heart,"84-73 Parsons Blvd Jamaica, NY 11432",(718)206-4960,http://www.panoramacafe.org/
Pata Cafe,"5614 Van Horn St Elmhurst, NY 11373",(347)469-7142,
Little Choc Apothecary,"141 Havemeyer St Brooklyn, NY 11211",(718)963-0420,http://www.littlechoc.nyc
Bao Bao Tea （可胜茶）,"5411 7th Ave Brooklyn, NY 11220",(917)886-1963,
Southern Cross Coffee,"300 E 5th St New York, NY 10003",(646)649-3463,https://www.southerncrosscoffee.com
Charley St,"41 Kenmare St New York, NY 10012",(646)286-6654,http://www.charleyst.com
Möge Tee,"90 Canal St New York, NY 10002",(646)858-0257,https://moge-tee.business.site
Radiance,"208 E 50th St 2nd & 3rd Ave New York, NY 10022",(212)888-8060,http://www.radiancetea.com
Oolong Tea & Poke Bowl,"133 Front St Secaucus, NJ 07094",(201)552-2001,http://www.oolongpoke.com
Cafe M,"709 Seneca Ave Queens, NY 11385",(646)949-1811,https://cafem-coffeeshop.business.site
Mr. Wish,"80-62 Lefferts Blvd Kew Gardens, NY 11415",(347)767-4344,http://www.mr-wish.com/en/home.php
Brooklyn Kolache,"520 Dekalb Ave Brooklyn, NY 11205",(718)398-1111,http://www.brooklynkolacheco.com
Spices & Tease,"78 Grand Central Terminal New York, NY 10017",(347)470-8327,http://www.spicesandtease.com
Tisserie 55,Located in Park Central Hotel New York,(212)463-0850,http://www.tisserie.com/
La Maison du Macaron,"132 W 23rd St New York, NY 10011",(212)243-2757,http://www.nymacaron.com
Astoria Coffee,"30-04 30th St Astoria, NY 11102",(347)619-3915,http://www.astoriacoffeeny.com
Jupioca,"135 Lawrence St Brooklyn, NY 11201",,
Kung Fu Tea,"1219 1st Ave New York, NY 10065",(917)675-6987,https://www.kungfutea.com
19 Cafe,"84 Manhattan Ave New York, NY 11206",(718)387-8777,
Firefly Petite Café Bistro,"4512 43rd Ave Sunnyside, NY 11104",(718)255-1591,https://www.fireflynewyork.com
Molasses Books,"770 Hart St Brooklyn, NY 11237",,
Argo Tea,"75 University Pl New York, NY 10003",(718)530-0520,http://www.argotea.com
Kusmi Tea,"185 Greenwich St - Westfield World Trade Ctr South Concourse, Balcony level New York, NY 10007",(212)285-3990,http://www.kusmitea.com
Marcy & Myrtle Cafe,"101 N 10th St Brooklyn, NY 11249",(917)648-7800,https://www.marcyandmyrtle.com/marcyandmyrtlewilliamsburg
The Granddaddy,"290 Grand St New York, NY 10002",(917)388-2233,http://www.thegranddaddy.nyc
Look By Plant Love House,"622 Washington Ave Brooklyn, NY 11238",(718)622-0026,http://plantlovehouse.wix.com/thai
Joyce Bakeshop,"646 Vanderbilt Ave Brooklyn, NY 11238",(718)623-7470,http://www.joycebakeshop.com
CoCo Fresh Tea & Juice,"129 E 45th St New York, NY 10017",(212)518-8808,http://www.cocobubbletea.com
Fusion Juice Bar 2,"34-02 36th Ave Astoria, NY 11106",(347)738-4024,
Juice Vitality,"18 Beaver St New York, NY 10004",(917)605-9105,
Gong Cha,"160 E 44th St New York, NY 10017",(646)707-3375,http://www.gongchausa.com
Coffee Factory,"40-18 150th St Flushing, NY 11354",(917)704-9860,
Flor Cafe,"1013 Fulton St Brooklyn, NY 11238",(929)295-0713,
The Morgan Cafe,"225 Madison Ave New York, NY 10016",(212)683-2130,http://www.themorgan.org/visit/dining.asp
The Sensuous Bean,"66 W 70th St New York, NY 10023",(212)724-7725,http://www.sensuousbean.com
Taylor St Baristas,"33 E 40th St New York, NY 10017",(212)251-0719,https://www.taylor-st.com/pages/new-york
Laughing Man Coffee & Tea,"184 Duane St New York, NY 10013",(212)680-1111,https://www.laughingmanfoundation.org/index-home
Millie’s Cuban Cafe,"151 Wilson Ave Brooklyn, NY 11237",(347)425-8253,http://milliescubancafe.com
Maman Soho,"239 Centre St New York, NY 10013",(212)226-0700,https://www.mamannyc.com
Anda Cafe,"162 E 25th St New York, NY 10010",(718)806-1905,http://www.andacafeusa.com
Coco Fresh Tea & Juice,"8612 5th Ave Brooklyn, NY 11209",(929)292-2313,
Maman Nomad,"22 W 25th St New York, NY 10010",(646)838-0700,https://www.mamannyc.com/nomad/
Kaffe 1668,"530 5th Ave New York, NY 10036",(646)559-2637,http://kaffe1668.com/
PROOF Coffee Roasters,"420 5th Ave New York, NY 10018",(646)852-6532,https://www.proof.coffee
Sacred Vibes Apothecary,"376 Argyle Rd Brooklyn, NY 11218",(718)284-2890,http://www.sacredvibeshealing.com/
I Eat,"1187 Morrison Ave Bronx, NY 10472",(718)618-7322,http://ieatcafe.com
Blank Slate Coffee + Kitchen,"121 Madison Ave New York, NY 10016",(212)683-7800,http://www.blankslatenyc.com
CoCo Fresh Tea & Juice,"12 John St New York, NY 10038",(718)877-3901,
Brooklyn Ball Factory,"95 Montrose Ave Brooklyn, NY 11206",(718)387-5296,https://www.brooklynballfactory.com
Demi Monde,"257 Varet St Brooklyn, NY 11206",(929)250-2687,http://www.demimondebk.com
Roast n,"82-60 Austin St Kew Gardens, NY 11415",(718)850-5050,http://www.roastnco.com
Drink Tea,"4722 8th Ave Brooklyn, NY 11220",(347)689-4589,
Boba Guys,"11 Waverly Pl New York, NY 10002",(415)967-2622,http://www.bobaguys.com/new-york-locations/
Momo Ashi,"40-06 Bell Blvd Bayside, NY 11361",,
Bread & Joe,"618 4th Ave Brooklyn, NY 11215",(516)945-9711,https://www.breadandjoe.com
Rosa’s Cafe,"3003 38th Ave Long Island City, NY 11101",(718)784-7906,
Coffee Project NY,"239 E 5th St New York, NY 10003",(212)228-7888,http://www.coffeeprojectny.com
Ashbox,"1154 Manhattan Ave Brooklyn, NY 11222",(718)389-3222,
The Big Straw,"276 First St Jersey City, NJ 07302",(201)676-0474,http://www.lovethebigstraw.com/
Gran Caffe’ De Martini,"609 Vanderbilt Ave Brooklyn, NY 11238",(929)306-8332,http://www.grancaffedemartini.com
Radicle Herb Shop,"394 Atlantic Ave Brooklyn, NY 11217",(718)422-7981,http://www.radicleherbshop.com
Bluestone Lane,"1375 Broadway New York, NY 10018",(718)374-6858,https://bluestonelane.com/coffee-shops/garment-district/
Beans and Leaves,"422 Forest Ave Staten Island, NY 10301",(718)448-0276,http://beansandleavescafe.com
Kung Fu Tea,"28 St Marks Pl New York, NY 10003",(917)285-4285,https://www.kungfutea.com
Le Paris Dakar restaurant,"563 Nostrand Ave Brooklyn, NY 11216",(718)928-7661,
Cream Coffee & Tea Shop,"7210 B 3rd Ave Brooklyn, NY 11209",(718)333-5288,
Hungry Ghost,"781 Fulton St Brooklyn, NY 11217",(718)797-3595,http://www.hungryghostbrooklyn.com/fort-greene
Art Lovers Cafe,"180 9th Ave New York, NY 10011",,
Woops! BakeShop,"620 5th Ave Brooklyn, NY 11215",(718)788-0511,https://bywoops.com/greenwoodhts/
Fermento,"358 Kosciuszko St Brooklyn, NY 11221",(347)529-2145,https://www.fermentonyc.com
Crocus Juice Bar and Cafe,"328 Tompkins Ave Brooklyn, NY 11216",(718)230-1639,http://www.crocuscafenyc.com
King’s Street Coffee,"121 W 30th St New York, NY 10001",(212)335-0333,
Paper Coffee,"44 W 29th St New York, NY 10001",,
Clinton Fruit Market,"681 9th Ave New York, NY 10036",(646)998-3474,
Variety,"146 Wyckoff Ave Brooklyn, NY 11237",(718)497-2326,http://www.varietycoffeeroasters.com
Inès,"419 E 74th St New York, NY 10021",(212)796-6303,http://inesnyc.com
ViVi-Gobile,"8508 5th Ave Brooklyn, NY 11209",(718)333-5709,http://www.vivibubbletea.com
Forever Coffee Bar,"714 W 181st St New York, NY 10033",(646)882-0009,
Kung Fu Tea,"536 Washington St Hoboken, NJ 07030",(201)222-9091,https://www.kungfutea.com
Northerly,"181 Havemeyer St Brooklyn, NY 11211",(718)388-1101,
Martha’s Country Bakery,"263 Bedford Ave Brooklyn, NY 11211",(718)599-0900,http://marthascountrybakery.com/location/williamsburg
Peck’s,"455A Myrtle Ave New York, NY 11205",(347)689-4969,http://www.peckshomemade.com/
Companion Cafe,"64 6th Ave Brooklyn, NY 11217",(347)689-3184,
Cafe Patoro,"223 Front St New York, NY 10038",(917)262-0031,http://www.cafepatoro.com
Hutch & Waldo,"247 E 81st St New York, NY 10028",,http://www.hutchandwaldo.cafe
Brother Crêpe,"42-02 30th Ave Astoria, NY 11103",(718)606-0774,http://brothercrepe.com
Black Cat LES,"172 Rivington St New York, NY 10002",(646)918-7711,http://www.blackcatles.com
Patent Coffee,"49 W 27th St New York, NY 10001",(212)689-4000,http://www.drinkpatent.com
Majnoon Cafe,"128-12 Liberty Ave Queens, NY 11419",(718)323-5100,
Sunnyside Plays,"43-09 48th Ave Woodside, NY 11377",(929)328-0757,http://sunnysideplays.com
Hearts Coffee Bushwick,"1207 Broadway Brooklyn, NY 11221",,
2beans,"817 Avenue Of The Americas New York, NY 10001",(212)937-8914,http://www.2beans.com
Gong Cha,"5723 8th Ave Brooklyn, NY 11220",(929)397-0004,http://www.gongchausa.com
La Colombe Coffee,"601 W 27th St New York, NY 10001",(646)885-0677,http://www.lacolombe.com
Vogue Café,"177 York St Jersey City, NJ 07302",(201)763-6972,http://www.voguecafenj.com
Cafe Cotton Bean,"1077 Bergen St Brooklyn, NY 11216",,
Caprices By Sophie,"138 N 6th St Brooklyn, NY 11211",(347)689-4532,http://www.capricesbysophie.com
Seeds of Love,"421 Court St Carroll Gardens, NY 11231",(718)928-4002,http://seedsoflovebrooklyn.com
La Casa Del Caffe,"1036 Morris Park Ave Bronx, NY 10461",(718)931-7816,
Gong Cha,"2810 Broadway New York, NY 10025",(646)850-6566,http://www.gongchausa.com
Daly Pie,"665 Vanderbilt Ave Brooklyn, NY 11238",(347)425-9251,https://www.dalypie.com
Ciolaingo Coffee Company,"127 W 141st St Ste 36 New York, NY 10030",(646)483-2680,http://www.ciolaingo.com
